"","Home.Type","Year","Living.Area","Area.Units","Bathrooms","Bedrooms","Garage","Levels","Pool","Spa","Price"
"2643","Single Family",1956,1385,"Acres",2,3,"0",1,"0","0",139000
"2644","Single Family",1956,1385,"Acres",2,3,"0",1,"0","0",139000
"2645","Single Family",1956,1385,"Acres",2,3,"0",1,"0","0",139000
"2646","Single Family",1999,1700,"Acres",2,3,"1",1,"0","0",159900
"2647","Single Family",1940,4619,"Acres",4,5,"1",2,"0","0",990000
"2648","Single Family",1960,1056,"Acres",2,2,"0",1,"0","0",185000
"2649","Single Family",1960,1056,"Acres",2,2,"0",1,"0","0",185000
"2650","Single Family",1960,1056,"Acres",2,2,"0",1,"0","0",185000
"2651","Single Family",1960,1056,"Acres",2,2,"0",1,"0","0",185000
"2652","Single Family",1997,7898,"Acres",8,7,"1",4,"0","1",1385000
"2653","Single Family",1997,7898,"Acres",8,7,"1",4,"0","1",1385000
"2654","Single Family",1997,7898,"Acres",8,7,"1",4,"0","1",1385000
"2655","Single Family",1997,7898,"Acres",8,7,"1",4,"0","1",1385000
"2656","Single Family",1975,1200,"Acres",2,3,"0",1,"0","0",155000
"2657","Single Family",1999,5043,"Acres",5,6,"1",2,"0","0",745000
"2658","Single Family",2008,1752,"Acres",2,3,"1",1,"0","0",437222
"2659","Single Family",1988,2950,"Acres",3,3,"1",2,"0","0",499000
"2660","Single Family",1981,1731,"Acres",2,3,"1",1,"0","0",217000
"2661","Single Family",1971,4062,"Acres",4,4,"1",1.5,"0","0",379900
"2662","Single Family",2021,3000,"Acres",5,4,"1",2,"0","0",469000
"2663","Single Family",1999,12466,"Acres",10,7,"1",4,"1","0",2697500
"2664","Single Family",2016,4110,"Acres",4,5,"1",4,"1","1",1350000
"2665","Single Family",1977,2562,"Acres",3,3,"1",2,"0","0",425000
"2666","Single Family",2019,2370,"Acres",4,6,"1",2,"0","0",309900
"2667","Single Family",2006,4370,"Acres",4,6,"1",2,"0","0",569000
"2668","Single Family",1987,1500,"Acres",2,3,"0",1,"0","0",269900
"2669","Single Family",1957,2125,"Acres",3,4,"1",1,"0","0",339000
"2670","Single Family",1957,2125,"Acres",3,4,"1",1,"0","0",339000
"2671","Single Family",1957,2125,"Acres",3,4,"1",1,"0","0",339000
"2672","Single Family",1957,2125,"Acres",3,4,"1",1,"0","0",339000
"2673","Multi Family",1962,1244,"Acres",2,3,"0",0,"0","0",66000
"2674","Single Family",1953,1755,"Acres",2,4,"0",1,"0","0",369900
"2675","Single Family",1955,1360,"Acres",2,3,"0",1,"0","0",299900
"2676","Single Family",2003,1860,"Acres",2,3,"0",1,"0","0",389000
"2677","Single Family",2017,7370,"Acres",5,5,"1",1.5,"0","0",1500000
"2678","Single Family",1996,4077,"Acres",4,4,"0",0,"0","0",454900
"2679","Single Family",2002,2096,"Acres",2,3,"1",1,"0","0",70000
"2680","Single Family",1940,1072,"Acres",2,3,"0",1,"0","0",175000
"2681","Single Family",1969,3675,"Acres",4,5,"1",1.5,"0","0",649900
"2682","Single Family",1969,3675,"Acres",4,5,"1",1.5,"0","0",649900
"2683","Single Family",1969,3675,"Acres",4,5,"1",1.5,"0","0",649900
"2684","Single Family",1969,3675,"Acres",4,5,"1",1.5,"0","0",649900
"2685","Single Family",1950,1318,"Acres",2,2,"0",1,"0","0",185000
"2686","Single Family",2009,6258,"Acres",7,6,"1",2,"0","1",949900
"2687","Single Family",1959,1784,"Acres",2,4,"0",1,"0","0",320000
"2688","Single Family",1977,720,"Acres",1,2,"0",0,"0","0",55900
"2689","Single Family",2010,1362,"Acres",2,2,"0",0,"0","1",599000
"2690","Single Family",1979,2192,"Acres",2,3,"1",1,"0","0",179000
"2691","Single Family",2001,1641,"Acres",2,3,"1",1,"0","0",310000
"2692","Single Family",1982,2004,"Acres",3,3,"0",4,"0","0",605900
"2693","Single Family",1982,2004,"Acres",3,3,"0",4,"0","0",605900
"2694","Single Family",1982,2004,"Acres",3,3,"0",4,"0","0",605900
"2695","Single Family",1982,2004,"Acres",3,3,"0",4,"0","0",605900
"2696","Single Family",1886,2606,"Acres",1,3,"0",2,"0","0",150000
"2697","Single Family",1974,2057,"Acres",2,3,"0",1,"0","0",139900
"2698","Single Family",1985,1369,"Acres",2,3,"0",0,"0","0",85000
"2699","Single Family",1883,3808,"Acres",2,4,"0",2,"0","0",349900
"2700","Single Family",1950,1298,"Acres",2,2,"0",0,"0","0",75000
"2701","Town House",2005,1815,"Acres",2,3,"1",1,"0","0",299000
"2702","Single Family",1990,2014,"Acres",2,3,"0",1,"0","0",205000
"2703","Single Family",2014,3330,"Acres",4,5,"1",2,"0","0",620000
"2704","Single Family",2004,4499,"Acres",3,7,"1",2,"0","0",565000
"2705","Single Family",1971,2802,"Acres",3,4,"1",0,"0","0",529900
"2706","Single Family",1938,1808,"Acres",2,2,"0",1,"0","0",190000
"2707","Single Family",1975,1363,"Acres",2,3,"0",1,"0","0",330000
"2708","Single Family",2001,5100,"Acres",5,6,"1",2,"0","1",615000
"2709","Single Family",2000,4869,"Acres",5,4,"1",2,"0","0",825000
"2710","Single Family",2013,2758,"Acres",3,1,"1",0,"0","0",799900
"2711","Single Family",1980,1024,"Acres",1,2,"0",1,"0","0",299900
"2712","Single Family",1996,1689,"Acres",3,4,"1",1.5,"0","0",265000
"2713","Single Family",1980,2791,"Acres",4,5,"1",2,"1","0",389900
"2714","Single Family",1930,1094,"Acres",1,2,"0",1,"0","0",50000
"2715","Single Family",1991,2850,"Acres",3,4,"1",2,"0","1",410000
"2716","Single Family",1994,2886,"Acres",3,3,"0",0,"0","0",246500
"2717","Single Family",1972,1100,"Acres",2,3,"1",1,"0","0",180000
"2718","Single Family",1972,1100,"Acres",2,3,"1",1,"0","0",180000
"2719","Single Family",1972,1100,"Acres",2,3,"1",1,"0","0",180000
"2720","Single Family",1972,1100,"Acres",2,3,"1",1,"0","0",180000
"2721","Single Family",1999,3852,"Acres",4,4,"0",0,"0","0",1700000
"2722","Single Family",1956,2398,"Acres",3,4,"1",0,"0","0",279500
"2723","Single Family",1956,2398,"Acres",3,4,"1",0,"0","0",279500
"2724","Single Family",1956,2398,"Acres",3,4,"1",0,"0","0",279500
"2725","Single Family",1956,2398,"Acres",3,4,"1",0,"0","0",279500
"2726","Single Family",2012,4675,"Acres",5,6,"1",2,"0","0",422500
"2727","Single Family",1972,1852,"Acres",2,3,"0",0,"1","0",750000
"2728","Single Family",2021,2215,"Acres",3,3,"1",1,"0","0",389900
"2729","Single Family",1962,1092,"Acres",2,4,"0",2,"0","0",316000
"2730","Single Family",1972,1450,"Acres",2,4,"0",1,"0","0",230000
"2731","Single Family",1972,1450,"Acres",2,4,"0",1,"0","0",230000
"2732","Single Family",1972,1450,"Acres",2,4,"0",1,"0","0",230000
"2733","Single Family",1972,1450,"Acres",2,4,"0",1,"0","0",230000
"2734","Single Family",2004,2586,"Acres",4,4,"1",3,"0","0",230000
"2735","Single Family",2006,2059,"Acres",3,5,"0",0,"0","0",239900
"2736","Single Family",1992,4337,"Acres",4,6,"1",2,"0","0",450000
"2737","Single Family",1992,4337,"Acres",4,6,"1",2,"0","0",450000
"2738","Single Family",1992,4337,"Acres",4,6,"1",2,"0","0",450000
"2739","Single Family",1992,4337,"Acres",4,6,"1",2,"0","0",450000
"2740","Single Family",1996,1434,"Acres",2,3,"1",1,"0","0",210000
"2741","Single Family",1997,2297,"Acres",3,3,"1",2,"0","0",300000
"2742","Single Family",1962,1356,"Acres",2,4,"0",1,"0","0",285000
"2743","Single Family",1987,3164,"Acres",4,3,"1",2,"0","0",380000
"2744","Single Family",1930,1232,"Acres",1,4,"0",1,"0","0",84500
"2745","Single Family",1945,953,"Acres",2,3,"0",1,"0","0",269900
"2746","Single Family",1995,2549,"Acres",3,4,"1",2,"0","0",432000
"2747","Single Family",2006,4982,"Acres",5,4,"1",4,"0","0",950000
"2748","Single Family",1999,3108,"Acres",3,5,"1",2,"0","0",455000
"2749","Single Family",1996,5161,"Acres",5,5,"1",2,"0","0",550000
"2750","Single Family",1958,1196,"Acres",2,2,"0",1,"0","0",76500
"2751","Single Family",1999,1572,"Acres",2,3,"1",1.5,"0","0",280000
"2752","Single Family",1973,1344,"Acres",2,3,"0",1,"0","0",239900
"2753","Single Family",1973,1344,"Acres",2,3,"0",1,"0","0",239900
"2754","Single Family",1973,1344,"Acres",2,3,"0",1,"0","0",239900
"2755","Single Family",1973,1344,"Acres",2,3,"0",1,"0","0",239900
"2756","Single Family",1960,1614,"Acres",3,3,"1",1,"0","0",296700
"2757","Single Family",1963,3894,"Acres",3,5,"1",1,"0","0",699000
"2758","Single Family",1961,1250,"Acres",3,3,"0",2,"0","0",240000
"2759","Single Family",1996,2084,"Acres",3,3,"0",2,"0","0",267400
"2760","Single Family",1952,2970,"Acres",2,3,"0",1,"0","0",600000
"2761","Single Family",1951,1344,"Acres",2,4,"0",1,"0","0",960000
"2762","Single Family",2011,3089,"Acres",4,4,"1",2,"0","0",499000
"2763","Single Family",1957,915,"Acres",1,2,"0",0,"0","0",249900
"2764","Single Family",1951,3338,"Acres",4,3,"0",1,"1","1",432000
"2765","Single Family",1951,3338,"Acres",4,3,"0",1,"1","1",432000
"2766","Single Family",1951,3338,"Acres",4,3,"0",1,"1","1",432000
"2767","Single Family",1951,3338,"Acres",4,3,"0",1,"1","1",432000
"2768","Single Family",1930,1247,"Acres",2,3,"0",1,"0","0",299800
"2769","Single Family",2002,2240,"Acres",3,4,"0",1,"0","0",285000
"2770","Single Family",2001,2274,"Acres",3,4,"1",2,"0","0",314900
"2771","Single Family",2021,1415,"Acres",2,3,"1",0,"0","0",217900
"2772","Single Family",1970,1200,"Acres",2,3,"0",1,"0","0",140000
"2773","Single Family",1977,4433,"Acres",4,4,"0",0,"0","0",239900
"2774","Single Family",1977,4433,"Acres",4,4,"0",0,"0","0",239900
"2775","Single Family",1977,4433,"Acres",4,4,"0",0,"0","0",239900
"2776","Single Family",1977,4433,"Acres",4,4,"0",0,"0","0",239900
"2777","Single Family",1985,4615,"Acres",5,4,"1",0,"0","0",799900
"2778","Single Family",2005,5127,"Acres",4,3,"1",0,"0","0",1995000
"2779","Single Family",1997,1344,"Acres",2,3,"1",1.5,"0","0",244900
"2780","Single Family",1971,3622,"Acres",3,4,"1",2,"0","0",549900
"2781","Single Family",1945,1150,"Acres",2,2,"0",1,"0","0",249000
"2782","Single Family",2000,5233,"Acres",5,5,"1",2,"0","1",529900
"2783","Single Family",1990,2278,"Acres",3,4,"1",2,"0","0",360000
"2784","Single Family",1999,3366,"Acres",4,4,"1",0,"0","0",310000
"2785","Single Family",2002,4558,"Acres",4,4,"1",2,"0","0",599900
"2786","Single Family",2002,4558,"Acres",4,4,"1",2,"0","0",599900
"2787","Single Family",2002,4558,"Acres",4,4,"1",2,"0","0",599900
"2788","Single Family",2002,4558,"Acres",4,4,"1",2,"0","0",599900
"2789","Single Family",1978,2847,"Acres",4,4,"1",2,"0","1",495000
"2790","Single Family",2014,2797,"Acres",3,4,"0",0,"0","0",262500
"2791","Single Family",1943,2264,"Acres",2,3,"0",1,"0","0",120000
"2792","Single Family",1962,1500,"Acres",2,3,"0",2,"0","0",156000
"2793","Single Family",1988,1491,"Acres",2,3,"1",1,"0","0",295000
"2794","Single Family",1956,1242,"Acres",3,4,"0",1,"0","0",194900
"2795","Single Family",1956,1242,"Acres",3,4,"0",1,"0","0",194900
"2796","Single Family",1956,1242,"Acres",3,4,"0",1,"0","0",194900
"2797","Single Family",1956,1242,"Acres",3,4,"0",1,"0","0",194900
"2798","Single Family",1963,1483,"Acres",2,3,"1",1,"0","0",145000
"2799","Single Family",1978,4110,"Acres",4,5,"1",2,"0","0",575000
"2800","Single Family",1988,1396,"Acres",2,3,"1",1,"0","0",195000
"2801","Single Family",1922,1132,"Acres",3,3,"0",1,"0","0",166000
"2802","Single Family",1979,3240,"Acres",3,4,"0",2,"0","0",449900
"2803","Single Family",1951,2550,"Acres",3,5,"0",2,"0","0",105000
"2804","Single Family",2005,3520,"Acres",3,6,"1",2,"0","0",1600
"2805","Single Family",1985,3832,"Acres",4,4,"1",1,"0","0",1995000
"2806","Single Family",1969,1668,"Acres",2,3,"0",1,"0","0",89900
"2807","Single Family",1998,1765,"Acres",2,3,"1",1,"0","0",250000
"2808","Single Family",1970,1465,"Acres",2,3,"0",1,"0","0",245000
"2809","Single Family",1964,3096,"Acres",4,3,"1",1,"0","1",159000
"2810","Single Family",1999,1512,"Acres",3,3,"1",2,"0","0",250000
"2811","Single Family",1988,2516,"Acres",3,4,"1",2,"0","0",160000
"2812","Single Family",1910,1680,"Acres",2,2,"0",0,"1","0",229000
"2813","Single Family",1961,2904,"Acres",4,4,"1",1,"0","0",799000
"2814","Single Family",1998,1792,"Acres",3,5,"1",2,"0","0",375000
"2815","Single Family",1945,1431,"Acres",1,2,"0",1,"0","0",123900
"2816","Single Family",1976,1583,"Acres",2,4,"0",0,"0","0",159000
"2817","Single Family",1976,1583,"Acres",2,4,"0",0,"0","0",159000
"2818","Single Family",1976,1583,"Acres",2,4,"0",0,"0","0",159000
"2819","Single Family",1976,1583,"Acres",2,4,"0",0,"0","0",159000
"2820","Single Family",1980,1098,"Acres",2,2,"0",1,"0","0",252000
"2821","Single Family",2006,2464,"Acres",4,4,"1",1.5,"0","0",359000
"2822","Single Family",1959,1614,"Acres",2,3,"1",1,"0","0",350000
"2823","Single Family",1988,2371,"Acres",4,4,"1",2,"0","1",429900
"2824","Single Family",2018,2048,"Acres",3,4,"1",2,"0","0",310000
"2825","Single Family",1999,2561,"Acres",3,4,"1",2,"0","0",310000
"2826","Single Family",2021,3651,"Acres",4,5,"1",2,"0","1",539900
"2827","Single Family",1998,2657,"Acres",3,4,"1",2,"0","0",265000
"2828","Single Family",1992,1600,"Acres",2,3,"0",1,"0","0",169900
"2829","Single Family",2008,6500,"Acres",4,5,"0",0,"1","1",1200000
"2830","Single Family",1995,5137,"Acres",6,4,"1",0,"0","0",1200000
"2831","Single Family",1981,2473,"Acres",3,3,"1",0,"0","0",589000
"2832","Single Family",1965,2995,"Acres",4,6,"0",1,"0","0",499900
"2833","Single Family",1982,1360,"Acres",1,2,"0",1,"0","0",450000
"2834","Single Family",1963,1688,"Acres",1,3,"1",1,"0","0",160000
"2835","Single Family",1963,1688,"Acres",1,3,"1",1,"0","0",160000
"2836","Single Family",1963,1688,"Acres",1,3,"1",1,"0","0",160000
"2837","Single Family",1963,1688,"Acres",1,3,"1",1,"0","0",160000
"2838","Single Family",1993,1104,"Acres",2,4,"0",1,"0","0",125000
"2839","Single Family",1985,6285,"Acres",5,4,"1",4,"1","1",2495000
"2840","Single Family",2021,1825,"Acres",2,3,"0",1,"0","0",399900
"2841","Single Family",2016,1673,"Acres",2,3,"1",1,"0","0",249900
"2842","Single Family",1928,2410,"Acres",2,4,"0",1.5,"0","0",85000
"2843","Single Family",1988,2800,"Acres",4,3,"0",0,"0","0",799000
"2844","Single Family",1968,3399,"Acres",3,3,"0",0,"0","0",297000
"2845","Single Family",1993,7707,"Acres",6,6,"1",2,"0","0",989900
"2846","Single Family",2008,3200,"Acres",4,5,"1",2,"0","0",397900
"2847","Single Family",2001,7208,"Acres",7,4,"1",4,"1","1",1300000
"2848","Single Family",1988,1132,"Acres",3,4,"1",2,"0","0",230000
"2849","Single Family",1973,3000,"Acres",3,4,"0",0,"0","0",179900
"2850","Single Family",1970,1215,"Acres",2,3,"0",0,"0","0",129900
"2851","Single Family",1987,1557,"Acres",2,3,"1",1,"0","0",225000
"2852","Single Family",1954,1550,"Acres",2,3,"1",0,"0","0",300000
"2853","Single Family",1954,1550,"Acres",2,3,"1",0,"0","0",300000
"2854","Single Family",1954,1550,"Acres",2,3,"1",0,"0","0",300000
"2855","Single Family",1954,1550,"Acres",2,3,"1",0,"0","0",300000
"2856","Single Family",2006,2580,"Acres",3,4,"1",1,"1","0",355000
"2857","Single Family",2003,4871,"Acres",5,4,"1",2,"1","1",1745000
"2858","Single Family",1986,3009,"Acres",3,6,"1",2,"0","0",379900
"2859","Single Family",1989,2819,"Acres",3,4,"1",2,"0","0",485000
"2860","Single Family",1960,1132,"Acres",2,2,"0",1,"0","0",60000
"2861","Single Family",1947,2811,"Acres",3,3,"0",1,"0","0",235000
"2862","Single Family",2006,3800,"Acres",4,5,"1",4,"0","1",640000
"2863","Single Family",1999,2315,"Acres",3,3,"1",1,"0","0",465000
"2864","Single Family",1990,1115,"Acres",2,3,"1",1.5,"0","0",230000
"2865","Single Family",1813,5084,"Acres",7,5,"1",0,"0","0",725000
"2866","Single Family",2003,11185,"Acres",9,7,"1",2,"0","1",2550000
"2867","Single Family",1935,2205,"Acres",2,4,"0",1.5,"0","0",249900
"2868","Single Family",1989,2728,"Acres",3,4,"1",2,"1","0",349900
"2869","Single Family",2013,2777,"Acres",3,4,"1",0,"0","0",334900
"2870","Single Family",2008,1080,"Acres",2,3,"1",1,"0","0",184900
"2871","Single Family",1959,1404,"Acres",2,3,"1",1,"0","0",175000
"2872","Single Family",1959,1404,"Acres",2,3,"1",1,"0","0",175000
"2873","Single Family",1959,1404,"Acres",2,3,"1",1,"0","0",175000
"2874","Single Family",1959,1404,"Acres",2,3,"1",1,"0","0",175000
"2875","Single Family",1900,2009,"Acres",3,5,"0",0,"0","0",64900
"2876","Single Family",2003,1631,"Acres",2,3,"1",1,"0","0",224900
"2877","Single Family",2010,2060,"Acres",3,3,"0",1.5,"0","0",330000
"2878","Single Family",2010,2060,"Acres",3,3,"0",0,"0","0",330000
"2879","Single Family",2004,3286,"Acres",3,5,"1",2,"0","0",302000
"2880","Single Family",1960,1631,"Acres",2,3,"0",1,"0","0",179900
"2881","Single Family",2021,1517,"Acres",2,3,"0",0,"0","0",249900
"2882","Single Family",2021,1517,"Acres",2,3,"0",0,"0","0",249900
"2883","Single Family",2021,1517,"Acres",2,3,"0",0,"0","0",249900
"2884","Single Family",2021,1517,"Acres",2,3,"0",0,"0","0",249900
"2885","Single Family",2013,2597,"Acres",3,4,"1",2,"0","0",447900
"2886","Single Family",2013,2597,"Acres",3,4,"1",2,"0","0",447900
"2887","Single Family",2013,2597,"Acres",3,4,"1",2,"0","0",447900
"2888","Single Family",2013,2597,"Acres",3,4,"1",2,"0","0",447900
"2889","Single Family",1973,1636,"Acres",2,3,"1",1,"0","0",373000
"2890","Single Family",1954,1757,"Acres",2,3,"0",0,"0","0",87000
"2891","Single Family",1913,1492,"Acres",2,4,"0",1,"0","0",650000
"2892","Single Family",1970,1008,"Acres",1,2,"1",1,"0","0",250000
"2893","Single Family",2016,3012,"Acres",3,5,"1",2,"0","0",340000
"2894","Single Family",2005,4690,"Acres",5,6,"1",2,"0","1",699000
"2895","Single Family",2005,4690,"Acres",5,6,"1",2,"0","1",699000
"2896","Single Family",2005,4690,"Acres",5,6,"1",2,"0","1",699000
"2897","Single Family",2005,4690,"Acres",5,6,"1",2,"0","1",699000
"2898","Single Family",1979,1500,"Acres",2,3,"0",0,"0","0",188000
"2899","Single Family",2004,2789,"Acres",3,3,"1",1,"0","0",579000
"2900","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2901","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2902","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2903","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2904","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2905","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2906","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2907","Single Family",2021,4046,"Acres",4,4,"1",2,"0","0",1254260
"2908","Single Family",1968,2197,"Acres",2,3,"1",1,"0","0",425000
"2909","Single Family",1972,1367,"Acres",2,3,"0",1,"0","0",165000
"2910","Single Family",1993,2625,"Acres",3,4,"1",2,"1","0",421900
"2911","Single Family",1993,2625,"Acres",3,4,"1",2,"1","0",421900
"2912","Single Family",1993,2625,"Acres",3,4,"1",2,"1","0",421900
"2913","Single Family",1993,2625,"Acres",3,4,"1",2,"1","0",421900
"2914","Single Family",2003,3779,"Acres",4,5,"1",4,"0","1",500000
"2915","Single Family",2021,1675,"Acres",2,3,"1",1,"0","0",315000
"2916","Single Family",2002,1280,"Acres",2,3,"0",1,"0","0",179900
"2917","Single Family",1971,2306,"Acres",3,4,"0",1,"0","0",245000
"2918","Single Family",1979,2810,"Acres",5,4,"1",2,"0","0",355000
"2919","Single Family",1964,2240,"Acres",3,3,"1",2,"0","0",529900
"2920","Single Family",1964,2240,"Acres",3,3,"1",2,"0","0",529900
"2921","Single Family",1964,2240,"Acres",3,3,"1",2,"0","0",529900
"2922","Single Family",1964,2240,"Acres",3,3,"1",2,"0","0",529900
"2923","Single Family",2021,2050,"Acres",3,4,"1",2,"0","0",275000
"2924","Single Family",2018,4363,"Acres",4,5,"1",2,"1","0",1480000
"2925","Single Family",1951,2660,"Acres",3,3,"1",1,"0","0",440000
"2926","Single Family",1940,3225,"Acres",3,8,"0",1,"0","0",119900
"2927","Single Family",2020,3428,"Acres",3,5,"1",4,"0","0",625000
"2928","Single Family",2007,1354,"Acres",2,3,"1",1,"0","0",159900
"2929","Single Family",2006,3973,"Acres",5,4,"1",2,"0","0",439900
"2930","Single Family",1935,1153,"Acres",2,3,"1",1,"0","0",96000
"2931","Single Family",2009,2562,"Acres",4,4,"1",2,"0","0",290000
"2932","Single Family",1973,2382,"Acres",2,3,"0",0,"1","0",179900
"2933","Single Family",1973,2382,"Acres",2,3,"0",0,"1","0",179900
"2934","Single Family",1973,2382,"Acres",2,3,"0",0,"1","0",179900
"2935","Single Family",1973,2382,"Acres",2,3,"0",0,"1","0",179900
"2936","Single Family",1991,2869,"Acres",3,4,"1",2,"0","0",324900
"2937","Single Family",1906,1200,"Acres",1,3,"0",1,"0","0",248000
"2938","Single Family",1960,1016,"Acres",1,3,"0",0,"0","0",139900
"2939","Single Family",1890,4402,"Acres",6,6,"0",0,"0","0",299900
"2940","Single Family",2007,4208,"Acres",4,5,"1",4,"0","1",949000
"2941","Single Family",1931,1948,"Acres",2,3,"0",1,"0","0",273900
"2942","Single Family",2002,2665,"Acres",4,5,"1",2,"0","0",350000
"2943","Single Family",1900,2795,"Acres",2,4,"1",0,"0","0",299900
"2944","Single Family",1962,1190,"Acres",2,2,"0",0,"1","0",95000
"2945","Single Family",1992,1718,"Acres",3,3,"1",2,"0","0",255000
"2946","Single Family",1973,1810,"Acres",2,3,"0",0,"0","0",162900
"2947","Single Family",1973,1810,"Acres",2,3,"0",0,"0","0",162900
"2948","Single Family",1973,1810,"Acres",2,3,"0",0,"0","0",162900
"2949","Single Family",1973,1810,"Acres",2,3,"0",0,"0","0",162900
"2950","Single Family",1996,1918,"Acres",3,4,"1",2,"0","0",229900
"2951","Single Family",1917,3240,"Acres",3,5,"0",2,"0","0",145000
"2952","Single Family",1917,3240,"Acres",3,5,"0",2,"0","0",145000
"2953","Single Family",1917,3240,"Acres",3,5,"0",2,"0","0",145000
"2954","Single Family",1917,3240,"Acres",3,5,"0",2,"0","0",145000
"2955","Single Family",2003,2723,"Acres",2,3,"1",1,"1","0",399900
"2956","Single Family",2003,2595,"Acres",3,4,"1",2,"0","0",295900
"2957","Single Family",1960,912,"Acres",1,2,"0",1,"0","0",45000
"2958","Single Family",1982,1462,"Acres",3,3,"1",2,"0","0",244950
"2959","Single Family",1982,1462,"Acres",3,3,"1",2,"0","0",244950
"2960","Single Family",1982,1462,"Acres",3,3,"1",2,"0","0",244950
"2961","Single Family",1982,1462,"Acres",3,3,"1",2,"0","0",244950
"2962","Single Family",1954,1542,"Acres",2,3,"0",1,"0","0",107000
"2963","Single Family",1954,1542,"Acres",2,3,"0",1,"0","0",107000
"2964","Single Family",1954,1542,"Acres",2,3,"0",1,"0","0",107000
"2965","Single Family",1954,1542,"Acres",2,3,"0",1,"0","0",107000
"2966","Single Family",2001,2138,"Acres",3,4,"1",1.5,"0","0",330000
"2967","Single Family",1983,1738,"Acres",3,3,"1",2,"0","0",229000
"2968","Single Family",2021,3450,"Acres",4,5,"1",2,"0","0",799999
"2969","Single Family",1950,800,"Acres",1,2,"0",1,"0","0",37000
"2970","Single Family",1955,1016,"Acres",1,3,"0",0,"0","0",85000
"2971","Single Family",1933,1468,"Acres",1,2,"0",1,"0","0",59900
"2972","Single Family",2021,2231,"Acres",4,4,"1",2,"0","0",317035
"2973","Single Family",1996,2011,"Acres",3,4,"1",2,"0","1",550000
"2974","Single Family",2002,2678,"Acres",4,4,"1",1.5,"0","0",305000
"2975","Single Family",1980,3855,"Acres",4,4,"1",2,"0","0",427900
"2976","Single Family",1955,1000,"Acres",1,3,"0",1,"0","0",280000
"2977","Single Family",1917,3114,"Acres",4,3,"1",3,"0","0",250000
"2978","Single Family",2021,2541,"Acres",2,3,"0",0,"1","0",74800
"2979","Single Family",2015,2914,"Acres",3,4,"1",1,"0","0",385000
"2980","Single Family",1966,2405,"Acres",3,4,"1",2,"0","0",749900
"2981","Single Family",1966,2980,"Acres",3,4,"1",2,"0","0",749900
"2982","Single Family",1965,2653,"Acres",3,4,"0",0,"1","0",225000
"2983","Single Family",2003,1975,"Acres",3,3,"1",1,"0","0",398250
"2984","Single Family",2006,3000,"Acres",4,4,"1",2,"0","0",648000
"2985","Single Family",1962,1044,"Acres",1,2,"0",1,"0","0",285000
"2986","Single Family",2021,2365,"Acres",3,3,"1",1,"0","0",469900
"2987","Single Family",1955,866,"Acres",1,3,"0",1,"0","0",43000
"2988","Single Family",1900,1548,"Acres",3,3,"0",2,"0","0",224900
"2989","Single Family",1900,5917,"Acres",6,6,"0",0,"0","0",197000
"2990","Single Family",1995,2051,"Acres",3,3,"1",2,"0","0",325000
"2991","Single Family",1992,2646,"Acres",4,5,"1",2,"0","1",439000
"2992","Single Family",1996,3725,"Acres",4,5,"1",1.5,"0","0",580000
"2993","Single Family",1928,1567,"Acres",2,3,"0",1,"0","0",65000
"2994","Single Family",2000,2184,"Acres",2,2,"0",1.5,"0","0",873900
"2995","Single Family",1985,2402,"Acres",3,3,"1",1,"1","0",224900
"2996","Single Family",1985,2402,"Acres",3,3,"1",1,"1","0",224900
"2997","Single Family",1985,2402,"Acres",3,3,"1",1,"1","0",224900
"2998","Single Family",1985,2402,"Acres",3,3,"1",1,"1","0",224900
"2999","Single Family",1994,1619,"Acres",2,3,"0",0,"0","0",170000
"3000","Single Family",2003,5911,"Acres",5,5,"0",0,"0","0",699000
"3001","Single Family",1940,2129,"Acres",3,6,"0",3,"0","0",68900
"3002","Single Family",2015,1510,"Acres",2,3,"1",1,"0","1",235000
"3003","Single Family",1995,2100,"Acres",3,4,"0",0,"0","0",239900
"3004","Single Family",2021,1620,"Acres",3,3,"1",1,"0","0",269000
"3005","Single Family",1958,2099,"Acres",2,3,"0",0,"0","0",274900
"3006","Single Family",1958,2099,"Acres",2,3,"0",0,"0","0",274900
"3007","Single Family",1958,2099,"Acres",2,3,"0",0,"0","0",274900
"3008","Single Family",1958,2099,"Acres",2,3,"0",0,"0","0",274900
"3009","Single Family",1948,2130,"Acres",2,3,"0",2,"0","0",220000
"3010","Single Family",2012,2764,"Acres",4,5,"1",0,"0","0",349900
"3011","Single Family",2005,2953,"Acres",4,4,"1",0,"0","0",378600
"3012","Single Family",1960,1794,"Acres",2,3,"0",1,"0","0",380000
"3013","Single Family",1984,1248,"Acres",2,3,"0",2,"0","0",190000
"3014","Single Family",1955,1326,"Acres",1,3,"0",0,"0","0",132000
"3015","Single Family",1972,2128,"Acres",3,4,"1",2,"0","0",349900
"3016","Single Family",1977,2900,"Acres",4,4,"1",1.5,"0","0",324900
"3017","Single Family",2008,2181,"Acres",2,3,"1",1,"0","0",245000
